172.67.206.37,LHR,Europe,London,255 ms
104.18.119.12,LHR,Europe,London,258 ms
104.18.120.217,LHR,Europe,London,259 ms
172.67.136.204,LHR,Europe,London,259 ms
104.18.117.98,LHR,Europe,London,261 ms
